Make,Model,Miles,Year,Exterior Color,Interior Color,Other Info,Price
Toyota,Tacoma,13 miles,2020,White,Gray,"No accidents, Personal use","$24,988 "
Ford,F-150,"72,071 miles",2015,Gray,Black,"No accidents, 1 Owner, Personal use","$35,995 "
Ford,Ranger,"6,733 miles",2020,Red,Black,"No accidents, Personal use","$33,500 "
Ford,F-150,"94,411 miles",2015,Black,Unknown,"1 accident, 1 Owner, Personal use","$28,990 "
Chevrolet,Silverado 1500,"137,342 miles",2015,White,Black,"No accidents, 2 Owners, Personal use","$21,995 "
Nissan,Frontier,"31,722 miles",2018,Gray,Gray,"No accidents, 2 Owners, Fleet use","$28,671 "
Ford,F-150,"32,637 miles",2018,White,Unknown,"No accidents, 1 Owner, Personal use","$32,995 "
Chevrolet,Silverado 1500,"14,060 miles",2018,White,Black,"No accidents, 1 Owner, Personal use","$41,979 "
Toyota,Tacoma,"46,413 miles",2017,Gray,Black,"No accidents, 1 Owner, Personal use","$37,400 "
Chevrolet,Silverado 1500,"98,719 miles",2014,Gray,Black,"No accidents, 2 Owners, Personal use","$23,587 "
Chevrolet,Silverado 1500,"24,544 miles",2019,White,Black,"No accidents, 1 Owner, Personal use",
Ford,F-150,"98,258 miles",2016,Brown,Unknown,"No accidents, 1 Owner, Personal use",
GMC,Sierra 1500,"58,944 miles",2015,Gray,Brown,"No accidents, 3 Owners, Personal use","$36,623 "
Ford,Super Duty F-350,"10,895 miles",2020,Black,Black,"No accidents, Personal use","$78,982 "
Chevrolet,Silverado 2500HD,"31,678 miles",2015,White,Black,"No accidents, 1 Owner, Personal use",
Toyota,Tacoma,"14,976 miles",2018,Black,Unknown,"No accidents, 1 Owner, Personal use",
Chevrolet,Silverado 1500,"49,931 miles",2016,Red,Black,"No accidents, 3 Owners, Personal use","$31,999 "
Ram,2500,"13,288 miles",2019,White,Black,"1 accident, 2 Owners, Personal use",
Ram,3500 Chassis Cab,"16,452 miles",2017,White,Gray,"No accidents, 2 Owners, Personal use","$46,988 "
Toyota,Tundra,"126,016 miles",2010,Gray,Unknown,"No accidents, 3 Owners, Personal use",
Ford,F-150,"22,807 miles",2019,Red,Black,"No accidents, 1 Owner, Personal use","$39,653 "
Ford,Super Duty F-250,"57,613 miles",2008,Blue,Gray,"1 accident, 3 Owners, Personal use",
Ford,F-150,"202,358 miles",2008,Black,Unknown,"No accidents, 1 Owner, Personal use","$10,000 "
Chevrolet,Silverado 1500,"7,015 miles",2020,White,Black,"No accidents, 1 Owner, Personal use",
Dodge,Ram 2500,"138,894 miles",2008,Tan,Unknown,"No accidents, 4 Owners, Personal use","$16,999 "
GMC,Sierra 2500HD,"104,233 miles",2012,White,Black,"1 accident, 1 Owner, Personal use","$19,995 "
Ram,1500,"50,095 miles",2017,Silver,Gray,"No accidents, 1 Owner, Personal use",
GMC,Sierra 1500,"37,811 miles",2017,White,Black,"No accidents, 1 Owner, Personal use","$45,995 "
Ford,Super Duty F-350,"3,923 miles",2018,White,Brown,"No accidents, 1 Owner, Personal use","$68,792 "
Ford,F-150,"14,198 miles",2016,Green,Beige,"No accidents, 1 Owner, Personal use",
Ford,Super Duty F-350 Chassis Cab,"127,970 miles",2013,White,Gray,"No accidents, 2 Owners, Fleet use","$27,773 "
Ram,1500,"66,120 miles",2012,Blue,Gray,"No accidents, 2 Owners, Personal use",
Ford,Econoline Commercial Cutaway,"142,220 miles",2007,White,Gray,"No accidents, 2 Owners, Personal use","$10,987 "
Toyota,Tacoma,"12,492 miles",2019,Gray,Gray,"No accidents, 1 Owner, Fleet use","$29,888 "
Toyota,Tundra,"153,525 miles",2006,White,Unknown,"No accidents, 2 Owners, Personal use",
GMC,Canyon,"19,109 miles",2017,Gray,Black,"No accidents, 1 Owner, Personal use","$38,640 "
Toyota,Tundra,"421,549 miles",2010,White,Gray,"1 accident, 2 Owners, Personal use","$7,995 "
Toyota,Tacoma,"77,356 miles",2015,Blue,Unknown,"No accidents, 1 Owner, Fleet use","$29,075 "
Ford,Super Duty F-250,"50,773 miles",2017,Unknown,Gray,"No accidents, 1 Owner, Personal use",
Ram,1500,"113,586 miles",2012,Gray,Gray,"1 accident, 1 Owner, Personal use","$22,350 "
Ford,Ranger,"5,438 miles",2020,Red,Black,"No accidents, 1 Owner, Personal use","$34,990 "
Toyota,Tacoma,"60,144 miles",2014,Blue,Unknown,"No accidents, 1 Owner, Personal use","$19,999 "
Ram,1500 Classic,"33,369 miles",2019,Red,Black,"No accidents, 1 Owner, Personal use","$35,997 "
Toyota,Tundra,"28,466 miles",2019,Blue,Unknown,"No accidents, 1 Owner, Personal use",
Nissan,Frontier,"45,908 miles",2018,Black,Gray,"No accidents, 1 Owner, Personal use","$25,000 "
Ford,Ranger,249 miles,2020,Silver,Black,"No accidents, Personal use","$32,500 "
Ram,1500,"11,887 miles",2020,White,Black,"No accidents, 1 Owner, Personal use","$44,778 "
Chevrolet,Silverado 2500HD,"40,106 miles",2019,Black,Black,"No accidents, 1 Owner, Personal use","$57,994 "
Chevrolet,Colorado,"39,101 miles",2017,Gray,Black,"No accidents, 1 Owner, Personal use","$34,286 "
GMC,Sierra 1500,"22,912 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$56,999 "
Ram,1500,"8,043 miles",2019,Red,Black,"No accidents, 1 Owner, Fleet use",
Ford,F-150,"51,704 miles",2015,Gray,Black,"1 accident, 2 Owners, Personal use","$37,875 "
Chevrolet,Silverado 3500HD,"23,319 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$64,997 "
Chevrolet,Silverado 1500,"13,521 miles",2019,Gray,Gray,"No accidents, 1 Owner, Personal use","$42,999 "
Ram,2500,"9,175 miles",2019,Gray,Black,"No accidents, 2 Owners, Personal use","$41,000 "
Ford,F-150,"59,414 miles",2017,Red,Black,"No accidents, 1 Owner, Personal use","$32,409 "
Ram,1500,"104,199 miles",2014,Black,Gray,"No accidents, 3 Owners, Personal use","$17,989 "
Ford,F-150,"35,338 miles",2018,White,Black,"No accidents, 1 Owner, Fleet use","$38,558 "
Toyota,Tacoma,"198,255 miles",2006,Black,Beige,"No accidents, 3 Owners, Personal use","$14,494 "
Ram,2500,"5,545 miles",2019,Red,Black,"No accidents, Personal use","$73,207 "
Nissan,Titan,"9,570 miles",2018,Orange,Black,"No accidents, 1 Owner, Personal use","$38,906 "
Chevrolet,Silverado 3500HD,"10,351 miles",2018,Blue,Black,"No accidents, 1 Owner, Personal use",
Ram,1500,"40,337 miles",2017,Black,Black,"No accidents, Personal use",
Ford,F-150,"62,530 miles",2017,Red,Unknown,"No accidents, Personal use","$39,977 "
Ram,1500,"69,285 miles",2015,Black,Red,"No accidents, Personal use","$37,800 "
GMC,Canyon,"3,329 miles",2020,Red,Black,"No accidents, 1 Owner, Personal use","$29,869 "
Ram,1500 Classic,"37,000 miles",2019,Black,Black,"1 accident, 1 Owner, Personal use",
Ford,F-150,"21,631 miles",2018,Red,Unknown,"No accidents, 1 Owner, Fleet use","$42,995 "
Ford,Ranger,"11,572 miles",2019,Black,Black,"No accidents, 1 Owner, Personal use","$39,995 "
Toyota,Tacoma,"30,197 miles",2017,Black,Gray,"No accidents, 1 Owner, Personal use","$36,597 "
Ford,F-150,"103,632 miles",2016,Silver,Gray,"2 accidents, 1 Owner, Personal use","$27,600 "
Chevrolet,Silverado 1500,"35,183 miles",2017,White,Gray,"No accidents, 1 Owner, Fleet use","$34,000 "
Toyota,Tacoma,"27,382 miles",2017,Tan,Gray,"No accidents, 1 Owner, Personal use","$39,300 "
Chevrolet,Silverado 1500,"147,879 miles",2014,White,Black,"No accidents, 2 Owners, Personal use","$20,995 "
Ford,F-150,"28,052 miles",2017,Gray,Gray,"No accidents, Personal use","$34,305 "
Ram,1500,"19,830 miles",2017,Black,Gray,"No accidents, 1 Owner, Personal use","$29,898 "
GMC,Sierra 1500,"7,860 miles",2019,Red,Black,"No accidents, 1 Owner, Personal use","$59,984 "
Nissan,Frontier,"45,908 miles",2018,Black,Gray,"No accidents, 1 Owner, Personal use","$25,000 "
GMC,Sierra 2500HD,"12,274 miles",2020,White,Black,"No accidents, 1 Owner, Personal use",
Toyota,Tacoma,"20,984 miles",2019,Silver,Gray,"No accidents, 1 Owner, Personal use","$37,990 "
Ford,F-150,"60,644 miles",2016,Blue,Gray,"1 accident, 1 Owner, Personal use","$33,000 "
Ram,1500,"94,742 miles",2017,Black,Gray,"No accidents, Personal use","$26,275 "
Nissan,Frontier,"43,609 miles",2019,Gray,Gray,"No accidents, 1 Owner, Personal use","$22,993 "
Ram,1500,"57,334 miles",2019,Gray,Black,"No accidents, 1 Owner, Fleet use","$40,998 "
Ram,1500,"13,712 miles",2019,White,Black,"No accidents, 1 Owner, Personal use",
GMC,Canyon,"3,329 miles",2020,Red,Black,"No accidents, 1 Owner, Personal use","$29,869 "
Ram,2500,"13,000 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$55,000 "
Ram,2500,"10,215 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$43,000 "
Chevrolet,Silverado 1500,"82,327 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$30,000 "
Ram,1500,"14,723 miles",2019,Black,Black,"No accidents, 1 Owner, Personal use","$56,999 "
Ram,1500,"45,465 miles",2017,Red,Black,"No accidents, 1 Owner, Personal use","$35,948 "
Chevrolet,Silverado 1500,"6,113 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$39,971 "
GMC,Sierra 1500,"19,020 miles",2018,White,Black,"No accidents, 1 Owner, Personal use","$44,999 "
Chevrolet,Silverado 1500,"10,256 miles",2019,White,Unknown,"No accidents, 1 Owner, Personal use","$43,450 "
Nissan,Frontier,"26,717 miles",2019,Silver,Gray,"No accidents, 1 Owner, Personal use","$24,977 "
GMC,Sierra 3500HD,"28,000 miles",2019,Black,Black,"No accidents, 1 Owner, Personal use",
Chevrolet,Silverado 1500,"171,279 miles",2015,White,Brown,"No accidents, 2 Owners, Personal use","$24,995 "
Ram,3500,"51,937 miles",2018,Silver,Gray,"No accidents, 1 Owner, Personal use","$46,995 "
Ford,Super Duty F-350,"63,199 miles",2019,Black,Black,"No accidents, Personal use","$59,994 "
Chevrolet,Silverado 1500,"109,362 miles",2014,Brown,Brown,"No accidents, 2 Owners, Personal use",
Ram,1500,"8,572 miles",2020,Gray,Black,"No accidents, 1 Owner, Personal use","$46,988 "
Chevrolet,Silverado 1500,"81,911 miles",2018,Silver,Black,"No accidents, 1 Owner, Personal use","$34,750 "
Chevrolet,Silverado 2500HD,"178,505 miles",2012,White,Black,"No accidents, 4 Owners, Fleet use","$9,999 "
Ram,1500,"69,838 miles",2016,Gray,Gray,"No accidents, 2 Owners, Personal use",
Ram,1500,"51,925 miles",2017,Blue,Gray,"No accidents, 1 Owner, Personal use","$32,599 "
Chevrolet,Colorado,"22,817 miles",2018,Gray,Black,"No accidents, 1 Owner, Personal use","$27,995 "
Ford,F-150,"15,224 miles",2018,Blue,Gray,"No accidents, 1 Owner, Personal use","$39,940 "
Ford,F-150,"46,981 miles",2017,Blue,Black,"No accidents, 1 Owner, Personal use","$54,995 "
Ford,F-150,"218,803 miles",2011,White,Unknown,"No accidents, 3 Owners, Personal use",
Ram,2500,"34,935 miles",2019,Black,Black,"No accidents, 2 Owners, Personal use","$51,444 "
Chevrolet,Silverado 1500,"18,958 miles",2019,Silver,Black,"No accidents, Personal use","$42,659 "
Ford,F-150,"73,365 miles",2017,Black,Black,"No accidents, 1 Owner, Personal use",
Ford,F-150,"12,761 miles",2018,Silver,Gray,"No accidents, 1 Owner, Personal use","$35,269 "
Chevrolet,Colorado,"27,441 miles",2018,Black,Black,"No accidents, 1 Owner, Personal use","$35,500 "
Chevrolet,Silverado 1500,"38,006 miles",2019,Silver,Black,"No accidents, 1 Owner, Personal use",
GMC,Sierra 1500,"29,148 miles",2015,White,Black,"No accidents, 3 Owners, Fleet use",
Ford,F-150,"54,243 miles",2015,White,Unknown,"No accidents, 1 Owner, Personal use","$36,730 "
Ford,F-150,"13,722 miles",2018,Blue,Black,"No accidents, 1 Owner, Personal use","$49,725 "
Ford,F-150,"29,243 miles",2018,White,Blue,"No accidents, 1 Owner, Personal use","$50,998 "
Ram,1500,"79,033 miles",2012,Black,Unknown,"No accidents, Personal use","$25,995 "
Ram,1500,"75,634 miles",2017,Gray,Gray,"No accidents, 1 Owner, Personal use","$29,000 "
Chevrolet,Silverado 1500,"110,587 miles",2016,Black,Black,"No accidents, 2 Owners, Fleet use","$26,995 "
GMC,Sierra 2500HD,"119,940 miles",2013,Gray,Black,"2 accidents, 1 Owner, Personal use","$27,286 "
Ram,1500,"58,480 miles",2019,Red,Black,"No accidents, 1 Owner, Personal use","$39,999 "
Chevrolet,Silverado 1500,"16,925 miles",2019,Blue,Black,"No accidents, 1 Owner, Personal use","$45,997 "
Toyota,Tacoma,"198,255 miles",2006,Black,Beige,"No accidents, 3 Owners, Personal use","$14,494 "
Ford,F-150,"25,746 miles",2017,Blue,Black,"No accidents, 1 Owner, Personal use",
Ford,F-150,"122,730 miles",2012,White,Beige,"No accidents, 2 Owners, Personal use","$20,995 "
Ford,F-150,"36,707 miles",2019,White,Unknown,"No accidents, 1 Owner, Personal use","$39,995 "
Ford,F-150,"128,281 miles",2011,White,Unknown,"No accidents, 3 Owners, Personal use",
Chevrolet,Silverado 1500,"79,712 miles",2018,White,Gray,"No accidents, 1 Owner, Personal use","$29,999 "
Ford,F-150,"25,835 miles",2018,White,Gray,"No accidents, 1 Owner, Personal use","$40,564 "
Chevrolet,Silverado 1500,"147,879 miles",2014,White,Black,"No accidents, 2 Owners, Personal use","$20,995 "
Ford,Super Duty F-250,"56,335 miles",2019,White,Unknown,"No accidents, 1 Owner, Personal use","$47,988 "
Ram,2500,"164,138 miles",2014,Gray,Black,"No accidents, 1 Owner, Personal use","$30,396 "
Chevrolet,Silverado 1500,"21,418 miles",2017,Red,Gray,"No accidents, 2 Owners, Personal use","$41,995 "
Toyota,Tundra,"15,574 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$47,996 "
Toyota,Tacoma,"87,269 miles",2017,Gray,Gray,"No accidents, 2 Owners, Personal use","$23,990 "
Chevrolet,Silverado 1500,"13,521 miles",2019,Gray,Gray,"No accidents, 1 Owner, Personal use","$42,999 "
Chevrolet,Silverado 1500,"43,102 miles",2018,White,Black,"No accidents, 1 Owner, Personal use","$39,988 "
Ram,2500,"142,435 miles",2015,White,Gray,"No accidents, 1 Owner, Personal use","$27,939 "
Ford,F-150,"15,512 miles",2018,Silver,Black,"No accidents, 1 Owner, Fleet use","$36,054 "
Ford,F-150,"30,081 miles",2019,White,Gray,"No accidents, 1 Owner, Personal use","$37,233 "
Nissan,Titan,"56,002 miles",2017,Black,Black,"No accidents, 2 Owners, Personal use","$28,999 "
GMC,Sierra 1500,"12,112 miles",2014,Red,Brown,"No accidents, 1 Owner, Personal use","$37,398 "
Ford,F-150,"1,667 miles",2019,Red,Black,"No accidents, Personal use","$70,892 "
Ford,F-150,"36,001 miles",2018,Red,Black,"No accidents, 2 Owners, Personal use","$46,181 "
Ford,Super Duty F-450 Chassis Cab,"254,244 miles",2005,White,Gray,"No accidents, 1 Owner, Fleet use","$7,595 "
Ram,1500,"37,893 miles",2017,Red,Black,"No accidents, 1 Owner, Personal use","$37,868 "
Ram,1500,"58,093 miles",2016,Gray,Black,"No accidents, 1 Owner, Personal use","$34,394 "
Ford,F-150,"10,606 miles",2018,Red,Black,"No accidents, 1 Owner, Personal use",
Chevrolet,Silverado 1500,"3,515 miles",2020,Gray,Black,"No accidents, 1 Owner, Personal use","$37,995 "
Ford,F-150,"41,330 miles",2018,White,Gray,"No accidents, 2 Owners, Personal use","$32,490 "
Ford,F-150,"85,209 miles",2016,Black,Black,"No accidents, Personal use","$33,998 "
Chevrolet,Colorado,"42,042 miles",2018,Silver,Black,"No accidents, 1 Owner, Personal use","$26,950 "
GMC,Sierra 1500,"82,530 miles",2015,White,Black,"No accidents, Personal use","$32,995 "
Nissan,Frontier,"26,717 miles",2019,Silver,Gray,"No accidents, 1 Owner, Personal use","$24,977 "
Chevrolet,Silverado 1500,"32,455 miles",2018,White,Black,"No accidents, 1 Owner, Personal use","$39,985 "
GMC,Sierra 1500,"3,674 miles",2020,White,Black,"No accidents, Personal use","$50,999 "
GMC,Sierra 1500,"121,876 miles",2014,Black,Black,"1 accident, 3 Owners, Personal use","$28,995 "
Ram,2500,"90,130 miles",2016,Gray,Black,"No accidents, 2 Owners, Personal use","$42,495 "
Nissan,Titan,"35,055 miles",2017,Gray,Black,"No accidents, 1 Owner, Fleet use","$31,076 "
Ram,1500 Classic,"19,939 miles",2019,Black,Black,"No accidents, 1 Owner, Fleet use","$26,699 "
Nissan,Titan,"160,647 miles",2008,White,Unknown,"No accidents, 2 Owners, Personal use","$11,491 "
Nissan,Titan,"50,343 miles",2017,Gray,Black,"No accidents, 1 Owner, Personal use","$32,088 "
Chevrolet,Silverado 1500,618 miles,2020,Black,Black,"No accidents, Personal use","$44,998 "
Ram,1500,"47,789 miles",2015,Black,Gray,"No accidents, 2 Owners, Personal use","$30,394 "
Ram,1500,"9,409 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$42,988 "
Ford,F-150,"38,632 miles",2016,White,Gray,"No accidents, 1 Owner, Personal use","$35,954 "
Dodge,Ram 3500,"143,852 miles",2007,Silver,Gray,"No accidents, 2 Owners, Personal use","$25,999 "
Ram,1500,"134,500 miles",2013,White,Black,"No accidents, 1 Owner, Personal use","$22,589 "
Ram,3500,"64,828 miles",2016,White,Black,"No accidents, 1 Owner, Personal use","$48,999 "
Ford,F-150,"28,789 miles",2018,White,Gray,"1 accident, 1 Owner, Personal use","$37,150 "
Chevrolet,Silverado 1500,"23,984 miles",2018,Red,Black,"No accidents, 1 Owner, Personal use","$36,991 "
Chevrolet,Silverado 1500,"54,831 miles",2017,White,Black,"No accidents, 1 Owner, Personal use","$41,153 "
Chevrolet,Silverado 1500,"30,864 miles",2018,White,Black,"No accidents, 1 Owner, Personal use","$36,999 "
Chevrolet,Silverado 1500,"35,510 miles",2018,Silver,Black,"1 accident, 2 Owners, Fleet use",
Ram,1500 Classic,"1,866 miles",2020,White,Black,"No accidents, 1 Owner, Personal use",
Ram,2500,"72,894 miles",2015,White,Black,"No accidents, 3 Owners, Personal use",
Ford,F-150,"12,083 miles",2019,Gray,Gray,"No accidents, Personal use","$42,034 "
Ford,Super Duty F-250,"35,811 miles",2019,Silver,Unknown,"1 accident, 1 Owner, Personal use",
Ram,1500,"13,985 miles",2019,Silver,Black,"No accidents, 1 Owner, Personal use","$39,998 "
Ford,F-150,"43,274 miles",2017,Black,Beige,"No accidents, 1 Owner, Personal use","$45,590 "
Ram,1500,"22,702 miles",2020,Red,Black,"No accidents, 1 Owner, Personal use","$49,424 "
Honda,Ridgeline,"17,342 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$36,990 "
Ram,3500,"135,403 miles",2012,White,Gray,"1 accident, 2 Owners, Personal use",
Ford,F-150,"26,356 miles",2018,Blue,Black,"No accidents, 1 Owner, Personal use",
Chevrolet,Silverado 1500,"70,908 miles",2011,Blue,Gray,"No accidents, 1 Owner, Personal use","$21,569 "
Chevrolet,Silverado 1500,"42,559 miles",2018,Gray,Black,"No accidents, 2 Owners, Fleet use",
Ford,F-150,"125,280 miles",2015,White,Unknown,"1 accident, 2 Owners, Personal use","$24,950 "
Ford,Super Duty F-250,"88,538 miles",2012,Black,Black,"1 accident, 1 Owner, Personal use",
Ford,F-150,"35,317 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$49,999 "
Ford,Ranger,"54,447 miles",2009,Red,Gray,"No accidents, 1 Owner, Personal use","$11,600 "
Ford,F-150,"31,064 miles",2019,Red,Gray,"No accidents, 1 Owner, Personal use","$39,971 "
Toyota,Tacoma,"29,531 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$37,198 "
Nissan,Frontier,"12,431 miles",2019,Black,Gray,"No accidents, 1 Owner, Fleet use","$25,477 "
GMC,Sierra 1500,"64,565 miles",2014,Black,Black,"No accidents, 2 Owners, Personal use","$27,000 "
Ram,2500,"34,757 miles",2013,Black,Black,"1 accident, 1 Owner, Personal use","$44,988 "
Ford,F-150,"156,952 miles",2008,Black,Unknown,"No accidents, 5 Owners, Personal use",
Chevrolet,Silverado 2500HD,"54,204 miles",2017,Silver,Gray,"No accidents, 1 Owner, Personal use","$31,990 "
Ram,1500,"31,680 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$40,980 "
Chevrolet,Silverado 1500,"28,645 miles",2018,Silver,Gray,"No accidents, 1 Owner, Personal use","$31,988 "
Ford,Ranger,"5,788 miles",2019,Black,Gray,"No accidents, 1 Owner, Personal use",
Chevrolet,Silverado 1500,"139,703 miles",2012,Blue,Gray,"No accidents, 2 Owners, Fleet use","$16,950 "
Ford,F-150,"82,108 miles",2015,Gray,Gray,"No accidents, 1 Owner, Personal use","$29,995 "
Ford,F-150,"82,014 miles",2005,Unknown,Unknown,"No accidents, 4 Owners, Fleet use","$10,995 "
Ram,1500,"32,130 miles",2015,White,Gray,"No accidents, 2 Owners, Fleet use","$19,997 "
Honda,Ridgeline,"129,890 miles",2008,Gray,Gray,"No accidents, 2 Owners, Personal use","$11,867 "
Ford,F-150,"49,555 miles",2017,Black,Unknown,"No accidents, 2 Owners, Personal use","$35,562 "
Ram,2500,"96,898 miles",2016,White,Gray,"No accidents, Personal use","$33,594 "
Ram,1500,"184,798 miles",2012,Maroon,Gray,"1 accident, 3 Owners, Personal use","$14,990 "
Ford,F-150,"100,117 miles",2015,Blue,Black,"No accidents, 1 Owner, Personal use","$32,500 "
Ford,F-150,"21,546 miles",2017,Blue,Gray,"No accidents, 1 Owner, Personal use","$25,000 "
Ford,F-150,"66,175 miles",2016,Red,Beige,"No accidents, 2 Owners, Personal use","$39,991 "
Ford,F-150,"170,411 miles",2001,Gold,Unknown,"No accidents, 2 Owners, Fleet use","$7,999 "
Ram,1500,"88,938 miles",2015,Black,Black,"No accidents, 4 Owners, Personal use","$30,795 "
Ford,F-150,"8,300 miles",2018,White,Gray,"No accidents, 1 Owner, Personal use","$38,995 "
Toyota,Tacoma,"16,511 miles",2020,White,Gray,"No accidents, 1 Owner, Personal use","$43,000 "
GMC,Sierra 1500,"20,072 miles",2020,White,Black,"No accidents, 1 Owner, Personal use","$30,999 "
Ford,F-150,"42,629 miles",2017,Gray,Gray,"No accidents, 1 Owner, Fleet use","$36,600 "
Ford,F-150,"30,910 miles",2018,Black,Gray,"No accidents, 1 Owner, Personal use",
Ram,1500,"14,737 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$47,998 "
Honda,Ridgeline,"167,074 miles",2006,White,Gray,"1 accident, 1 Owner, Personal use","$8,430 "
GMC,Sierra 3500HD,"26,690 miles",2018,Black,Unknown,"No accidents, Personal use","$60,991 "
Ford,F-150,"84,301 miles",2017,Red,Unknown,"No accidents, 1 Owner, Personal use","$30,500 "
Ford,F-150,"49,498 miles",2016,Blue,Gray,"No accidents, 1 Owner, Personal use","$33,895 "
GMC,Sierra 1500,"12,191 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$43,590 "
Ram,1500,"11,272 miles",2019,White,Black,"No accidents, Fleet use","$58,572 "
Ford,F-150,"33,314 miles",2017,Red,Black,"1 accident, 1 Owner, Personal use","$35,094 "
Ram,1500,"12,199 miles",2020,White,Black,"No accidents, 1 Owner, Personal use","$47,000 "
Ford,F-150,"60,061 miles",2015,White,Gray,"No accidents, 1 Owner, Personal use","$29,999 "
Ford,Super Duty F-350,"6,602 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$68,595 "
Chevrolet,Silverado 1500,"52,441 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use",
Chevrolet,Colorado,"16,476 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use",
Ram,2500,"5,690 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$41,573 "
Ford,F-150,"24,118 miles",2017,Gold,Beige,"No accidents, 1 Owner, Personal use","$44,981 "
Ram,1500,19 miles,2017,Black,Black,"No accidents, 1 Owner, Personal use",
Ford,F-150,"19,871 miles",2017,Gray,Gray,"No accidents, 1 Owner, Personal use","$34,999 "
Ram,1500,"33,876 miles",2019,Black,Black,"No accidents, 2 Owners, Personal use","$35,995 "
Chevrolet,Silverado 1500,"2,462 miles",2020,Black,Black,"No accidents, Personal use",
GMC,Sierra 1500,"17,469 miles",2020,Gray,Black,"No accidents, 1 Owner, Personal use","$54,999 "
Chevrolet,Silverado 1500,"27,709 miles",2018,Black,Black,"No accidents, 1 Owner, Personal use","$37,990 "
Chevrolet,Silverado 1500,"101,698 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use",
Ram,1500,"18,754 miles",2019,Gray,Black,"No accidents, 1 Owner, Fleet use","$37,999 "
Ford,Super Duty F-350 Chassis Cab,"28,414 miles",2019,White,Unknown,"No accidents, 2 Owners, Fleet use",
GMC,Sierra 1500,"144,862 miles",2014,Gray,Black,"No accidents, 2 Owners, Personal use",
Ford,F-150,"132,216 miles",2009,Unknown,Unknown,"No accidents, 4 Owners, Personal use","$13,988 "
Ram,1500,"2,983 miles",2020,Red,Black,"No accidents, 1 Owner, Personal use","$48,867 "
Ford,F-150,"41,925 miles",2016,Black,Gray,"No accidents, 2 Owners, Fleet use","$36,990 "
Ram,2500,"16,163 miles",2018,Red,Gray,"No accidents, 1 Owner, Personal use","$51,203 "
Toyota,Tacoma,"28,858 miles",2017,Black,Gray,"1 accident, 1 Owner, Fleet use","$34,999 "
Ram,1500,"42,302 miles",2013,Black,Black,"No accidents, 1 Owner, Personal use","$29,999 "
Toyota,Tacoma,"109,975 miles",2014,Blue,Unknown,"1 accident, 2 Owners, Personal use",
Ram,1500,"136,609 miles",2014,White,Black,"No accidents, 1 Owner, Personal use",
Nissan,Frontier,"29,352 miles",2019,Gray,Gray,"No accidents, 1 Owner, Personal use","$25,977 "
Ford,F-150,"181,326 miles",2014,Unknown,Black,"1 accident, 1 Owner, Personal use","$18,834 "
Chevrolet,Colorado,"17,420 miles",2019,White,Black,"2 accidents, 1 Owner, Personal use","$36,999 "
Chevrolet,Silverado 2500HD,"14,550 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$58,882 "
Chevrolet,Silverado 1500,"52,441 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use",
Chevrolet,Silverado 1500,"101,698 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use",
Ram,1500,"29,501 miles",2019,Black,Beige,"No accidents, 1 Owner, Personal use","$47,995 "
Ford,F-150,"27,984 miles",2018,White,Unknown,"No accidents, Personal use","$29,977 "
Chevrolet,Silverado 2500HD,"5,689 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$57,500 "
GMC,Sierra 1500,"17,469 miles",2020,Gray,Black,"No accidents, 1 Owner, Personal use","$54,999 "
Ford,Super Duty F-250,"16,908 miles",2019,White,Unknown,"No accidents, 1 Owner, Personal use",
Ram,3500 Chassis Cab,"103,490 miles",2015,White,Gray,"1 accident, 1 Owner, Personal use","$26,987 "
Nissan,Frontier,"40,100 miles",2018,White,Gray,"No accidents, 2 Owners, Fleet use","$21,800 "
Ford,F-150,"82,259 miles",2012,Gold,Unknown,"No accidents, 3 Owners, Fleet use",
Ram,2500,"3,094 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$54,495 "
Ram,1500,"17,781 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use",
Ford,F-150,"7,102 miles",2019,Gray,Gray,"No accidents, 1 Owner, Fleet use","$36,890 "
Ram,1500,"17,852 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use",
